id,date,confirmed,country,stringency_index
"AUS, Queensland",4/4/20,900,Australia,71.43
"AUS, Queensland",5/4/20,907,Australia,71.43
"AUS, Queensland",6/4/20,921,Australia,71.43
"AUS, Queensland",7/4/20,934,Australia,71.43
"AUS, Queensland",8/4/20,943,Australia,71.43
"AUS, Queensland",9/4/20,953,Australia,71.43
"AUS, Queensland",10/4/20,965,Australia,71.43
"AUS, Queensland",11/4/20,974,Australia,71.43
"AUS, Queensland",12/4/20,983,Australia,71.43
"AUS, Queensland",13/4/20,987,Australia,71.43
"AUS, Queensland",14/4/20,998,Australia,71.43
"AUS, Queensland",15/4/20,999,Australia,71.43
"AUS, Queensland",16/4/20,1001,Australia,71.43
"AUS, Queensland",17/4/20,1007,Australia,71.43
"AUS, Queensland",18/4/20,1015,Australia,71.43
"AUS, Queensland",19/4/20,1019,Australia,71.43
"AUS, Queensland",20/4/20,1019,Australia,71.43
"AUS, Queensland",21/4/20,1024,Australia,71.43
"AUS, Queensland",22/4/20,1024,Australia,71.43
"AUS, Queensland",23/4/20,1026,Australia,71.43
"AUS, Queensland",24/4/20,1026,Australia,71.43
"AUS, Queensland",25/4/20,1026,Australia,71.43
"AUS, Queensland",26/4/20,1030,Australia,71.43
"AUS, Queensland",27/4/20,1033,Australia,71.43
"AUS, Queensland",28/4/20,1034,Australia,71.43
"AUS, South Australia",22/1/20,0,Australia,0
"AUS, South Australia",23/1/20,0,Australia,0
"AUS, South Australia",24/1/20,0,Australia,0
"AUS, South Australia",25/1/20,0,Australia,7.14
"AUS, South Australia",26/1/20,0,Australia,7.14
"AUS, South Australia",27/1/20,0,Australia,7.14
"AUS, South Australia",28/1/20,0,Australia,7.14
"AUS, South Australia",29/1/20,0,Australia,7.14
"AUS, South Australia",30/1/20,0,Australia,7.14
"AUS, South Australia",31/1/20,0,Australia,7.14
"AUS, South Australia",1/2/20,1,Australia,21.43
"AUS, South Australia",2/2/20,2,Australia,21.43
"AUS, South Australia",3/2/20,2,Australia,28.57
"AUS, South Australia",4/2/20,2,Australia,28.57
"AUS, South Australia",5/2/20,2,Australia,28.57
"AUS, South Australia",6/2/20,2,Australia,28.57
"AUS, South Australia",7/2/20,2,Australia,28.57
"AUS, South Australia",8/2/20,2,Australia,28.57
"AUS, South Australia",9/2/20,2,Australia,28.57
"AUS, South Australia",10/2/20,2,Australia,28.57
"AUS, South Australia",11/2/20,2,Australia,28.57
"AUS, South Australia",12/2/20,2,Australia,28.57
"AUS, South Australia",13/2/20,2,Australia,28.57
"AUS, South Australia",14/2/20,2,Australia,28.57
"AUS, South Australia",15/2/20,2,Australia,28.57
"AUS, South Australia",16/2/20,2,Australia,28.57
"AUS, South Australia",17/2/20,2,Australia,28.57
"AUS, South Australia",18/2/20,2,Australia,28.57
"AUS, South Australia",19/2/20,2,Australia,28.57
"AUS, South Australia",20/2/20,2,Australia,28.57
"AUS, South Australia",21/2/20,2,Australia,28.57
"AUS, South Australia",22/2/20,2,Australia,28.57
"AUS, South Australia",23/2/20,2,Australia,28.57
"AUS, South Australia",24/2/20,2,Australia,28.57
"AUS, South Australia",25/2/20,2,Australia,28.57
"AUS, South Australia",26/2/20,2,Australia,28.57
"AUS, South Australia",27/2/20,2,Australia,28.57
"AUS, South Australia",28/2/20,2,Australia,28.57
"AUS, South Australia",29/2/20,3,Australia,28.57
"AUS, South Australia",1/3/20,3,Australia,28.57
"AUS, South Australia",2/3/20,3,Australia,28.57
"AUS, South Australia",3/3/20,3,Australia,28.57
"AUS, South Australia",4/3/20,5,Australia,28.57
"AUS, South Australia",5/3/20,5,Australia,28.57
"AUS, South Australia",6/3/20,7,Australia,28.57
"AUS, South Australia",7/3/20,7,Australia,28.57
"AUS, South Australia",8/3/20,7,Australia,28.57
"AUS, South Australia",9/3/20,7,Australia,28.57
"AUS, South Australia",10/3/20,7,Australia,28.57
"AUS, South Australia",11/3/20,9,Australia,28.57
"AUS, South Australia",12/3/20,9,Australia,28.57
"AUS, South Australia",13/3/20,16,Australia,28.57
"AUS, South Australia",14/3/20,19,Australia,28.57
"AUS, South Australia",15/3/20,20,Australia,28.57
"AUS, South Australia",16/3/20,29,Australia,33.33
"AUS, South Australia",17/3/20,29,Australia,33.33
"AUS, South Australia",18/3/20,37,Australia,38.1
"AUS, South Australia",19/3/20,42,Australia,47.62
"AUS, South Australia",20/3/20,50,Australia,47.62
"AUS, South Australia",21/3/20,67,Australia,47.62
"AUS, South Australia",22/3/20,100,Australia,57.14
"AUS, South Australia",23/3/20,134,Australia,57.14
"AUS, South Australia",24/3/20,170,Australia,66.67
"AUS, South Australia",25/3/20,170,Australia,66.67
"AUS, South Australia",26/3/20,235,Australia,66.67
"AUS, South Australia",27/3/20,257,Australia,66.67
"AUS, South Australia",28/3/20,287,Australia,66.67
"AUS, South Australia",29/3/20,299,Australia,71.43
"AUS, South Australia",30/3/20,305,Australia,71.43
"AUS, South Australia",31/3/20,337,Australia,71.43
"AUS, South Australia",1/4/20,367,Australia,71.43
"AUS, South Australia",2/4/20,367,Australia,71.43
"AUS, South Australia",3/4/20,396,Australia,71.43
"AUS, South Australia",4/4/20,407,Australia,71.43
"AUS, South Australia",5/4/20,407,Australia,71.43
"AUS, South Australia",6/4/20,411,Australia,71.43
"AUS, South Australia",7/4/20,411,Australia,71.43
"AUS, South Australia",8/4/20,415,Australia,71.43
"AUS, South Australia",9/4/20,420,Australia,71.43
"AUS, South Australia",10/4/20,428,Australia,71.43
"AUS, South Australia",11/4/20,429,Australia,71.43
"AUS, South Australia",12/4/20,429,Australia,71.43
"AUS, South Australia",13/4/20,429,Australia,71.43
"AUS, South Australia",14/4/20,433,Australia,71.43
"AUS, South Australia",15/4/20,433,Australia,71.43
"AUS, South Australia",16/4/20,433,Australia,71.43
"AUS, South Australia",17/4/20,435,Australia,71.43
"AUS, South Australia",18/4/20,435,Australia,71.43
"AUS, South Australia",19/4/20,435,Australia,71.43
"AUS, South Australia",20/4/20,435,Australia,71.43
"AUS, South Australia",21/4/20,437,Australia,71.43
"AUS, South Australia",22/4/20,438,Australia,71.43
"AUS, South Australia",23/4/20,438,Australia,71.43
"AUS, South Australia",24/4/20,438,Australia,71.43
"AUS, South Australia",25/4/20,438,Australia,71.43
"AUS, South Australia",26/4/20,438,Australia,71.43
"AUS, South Australia",27/4/20,438,Australia,71.43
"AUS, South Australia",28/4/20,438,Australia,71.43
"AUS, Tasmania",22/1/20,0,Australia,0
"AUS, Tasmania",23/1/20,0,Australia,0
"AUS, Tasmania",24/1/20,0,Australia,0
"AUS, Tasmania",25/1/20,0,Australia,7.14
"AUS, Tasmania",26/1/20,0,Australia,7.14
"AUS, Tasmania",27/1/20,0,Australia,7.14
"AUS, Tasmania",28/1/20,0,Australia,7.14
"AUS, Tasmania",29/1/20,0,Australia,7.14
"AUS, Tasmania",30/1/20,0,Australia,7.14
"AUS, Tasmania",31/1/20,0,Australia,7.14
"AUS, Tasmania",1/2/20,0,Australia,21.43
"AUS, Tasmania",2/2/20,0,Australia,21.43
"AUS, Tasmania",3/2/20,0,Australia,28.57
"AUS, Tasmania",4/2/20,0,Australia,28.57
"AUS, Tasmania",5/2/20,0,Australia,28.57
"AUS, Tasmania",6/2/20,0,Australia,28.57
"AUS, Tasmania",7/2/20,0,Australia,28.57
"AUS, Tasmania",8/2/20,0,Australia,28.57
"AUS, Tasmania",9/2/20,0,Australia,28.57
"AUS, Tasmania",10/2/20,0,Australia,28.57
"AUS, Tasmania",11/2/20,0,Australia,28.57
"AUS, Tasmania",12/2/20,0,Australia,28.57
"AUS, Tasmania",13/2/20,0,Australia,28.57
"AUS, Tasmania",14/2/20,0,Australia,28.57
"AUS, Tasmania",15/2/20,0,Australia,28.57
"AUS, Tasmania",16/2/20,0,Australia,28.57
"AUS, Tasmania",17/2/20,0,Australia,28.57
"AUS, Tasmania",18/2/20,0,Australia,28.57
"AUS, Tasmania",19/2/20,0,Australia,28.57
"AUS, Tasmania",20/2/20,0,Australia,28.57
"AUS, Tasmania",21/2/20,0,Australia,28.57
"AUS, Tasmania",22/2/20,0,Australia,28.57
"AUS, Tasmania",23/2/20,0,Australia,28.57
"AUS, Tasmania",24/2/20,0,Australia,28.57
"AUS, Tasmania",25/2/20,0,Australia,28.57
"AUS, Tasmania",26/2/20,0,Australia,28.57
"AUS, Tasmania",27/2/20,0,Australia,28.57
"AUS, Tasmania",28/2/20,0,Australia,28.57
"AUS, Tasmania",29/2/20,0,Australia,28.57
"AUS, Tasmania",1/3/20,0,Australia,28.57
"AUS, Tasmania",2/3/20,1,Australia,28.57
"AUS, Tasmania",3/3/20,1,Australia,28.57
"AUS, Tasmania",4/3/20,1,Australia,28.57
"AUS, Tasmania",5/3/20,1,Australia,28.57
"AUS, Tasmania",6/3/20,1,Australia,28.57
"AUS, Tasmania",7/3/20,1,Australia,28.57
"AUS, Tasmania",8/3/20,2,Australia,28.57
"AUS, Tasmania",9/3/20,2,Australia,28.57
"AUS, Tasmania",10/3/20,2,Australia,28.57
"AUS, Tasmania",11/3/20,3,Australia,28.57
"AUS, Tasmania",12/3/20,3,Australia,28.57
"AUS, Tasmania",13/3/20,5,Australia,28.57
"AUS, Tasmania",14/3/20,5,Australia,28.57
"AUS, Tasmania",15/3/20,6,Australia,28.57
"AUS, Tasmania",16/3/20,7,Australia,33.33
"AUS, Tasmania",17/3/20,7,Australia,33.33
"AUS, Tasmania",18/3/20,10,Australia,38.1
"AUS, Tasmania",19/3/20,10,Australia,47.62
"AUS, Tasmania",20/3/20,10,Australia,47.62
"AUS, Tasmania",21/3/20,16,Australia,47.62
"AUS, Tasmania",22/3/20,22,Australia,57.14
"AUS, Tasmania",23/3/20,28,Australia,57.14
"AUS, Tasmania",24/3/20,28,Australia,66.67
"AUS, Tasmania",25/3/20,36,Australia,66.67
"AUS, Tasmania",26/3/20,47,Australia,66.67
"AUS, Tasmania",27/3/20,47,Australia,66.67
"AUS, Tasmania",28/3/20,62,Australia,66.67
"AUS, Tasmania",29/3/20,66,Australia,71.43
"AUS, Tasmania",30/3/20,66,Australia,71.43
"AUS, Tasmania",31/3/20,69,Australia,71.43
"AUS, Tasmania",1/4/20,69,Australia,71.43
"AUS, Tasmania",2/4/20,72,Australia,71.43
"AUS, Tasmania",3/4/20,74,Australia,71.43
"AUS, Tasmania",4/4/20,80,Australia,71.43
"AUS, Tasmania",5/4/20,82,Australia,71.43
"AUS, Tasmania",6/4/20,86,Australia,71.43
"AUS, Tasmania",7/4/20,89,Australia,71.43
"AUS, Tasmania",8/4/20,98,Australia,71.43
"AUS, Tasmania",9/4/20,111,Australia,71.43
"AUS, Tasmania",10/4/20,122,Australia,71.43
"AUS, Tasmania",11/4/20,133,Australia,71.43
"AUS, Tasmania",12/4/20,133,Australia,71.43
"AUS, Tasmania",13/4/20,144,Australia,71.43
"AUS, Tasmania",14/4/20,165,Australia,71.43
"AUS, Tasmania",15/4/20,165,Australia,71.43
"AUS, Tasmania",16/4/20,169,Australia,71.43
"AUS, Tasmania",17/4/20,180,Australia,71.43
"AUS, Tasmania",18/4/20,188,Australia,71.43
"AUS, Tasmania",19/4/20,195,Australia,71.43
"AUS, Tasmania",20/4/20,200,Australia,71.43
"AUS, Tasmania",21/4/20,201,Australia,71.43
"AUS, Tasmania",22/4/20,205,Australia,71.43
"AUS, Tasmania",23/4/20,207,Australia,71.43
"AUS, Tasmania",24/4/20,207,Australia,71.43
"AUS, Tasmania",25/4/20,207,Australia,71.43
"AUS, Tasmania",26/4/20,212,Australia,71.43
"AUS, Tasmania",27/4/20,214,Australia,71.43
"AUS, Tasmania",28/4/20,218,Australia,71.43
"AUS, Victoria",22/1/20,0,Australia,0
"AUS, Victoria",23/1/20,0,Australia,0
"AUS, Victoria",24/1/20,0,Australia,0
"AUS, Victoria",25/1/20,0,Australia,7.14
"AUS, Victoria",26/1/20,1,Australia,7.14
"AUS, Victoria",27/1/20,1,Australia,7.14
"AUS, Victoria",28/1/20,1,Australia,7.14
"AUS, Victoria",29/1/20,1,Australia,7.14
"AUS, Victoria",30/1/20,2,Australia,7.14
"AUS, Victoria",31/1/20,3,Australia,7.14
"AUS, Victoria",1/2/20,4,Australia,21.43
"AUS, Victoria",2/2/20,4,Australia,21.43
"AUS, Victoria",3/2/20,4,Australia,28.57
"AUS, Victoria",4/2/20,4,Australia,28.57
"AUS, Victoria",5/2/20,4,Australia,28.57
"AUS, Victoria",6/2/20,4,Australia,28.57
"AUS, Victoria",7/2/20,4,Australia,28.57
"AUS, Victoria",8/2/20,4,Australia,28.57
"AUS, Victoria",9/2/20,4,Australia,28.57
"AUS, Victoria",10/2/20,4,Australia,28.57
"AUS, Victoria",11/2/20,4,Australia,28.57
"AUS, Victoria",12/2/20,4,Australia,28.57
"AUS, Victoria",13/2/20,4,Australia,28.57
"AUS, Victoria",14/2/20,4,Australia,28.57
"AUS, Victoria",15/2/20,4,Australia,28.57
"AUS, Victoria",16/2/20,4,Australia,28.57
"AUS, Victoria",17/2/20,4,Australia,28.57
"AUS, Victoria",18/2/20,4,Australia,28.57
"AUS, Victoria",19/2/20,4,Australia,28.57
"AUS, Victoria",20/2/20,4,Australia,28.57
"AUS, Victoria",21/2/20,4,Australia,28.57
"AUS, Victoria",22/2/20,4,Australia,28.57
"AUS, Victoria",23/2/20,4,Australia,28.57
"AUS, Victoria",24/2/20,4,Australia,28.57
"AUS, Victoria",25/2/20,4,Australia,28.57
"AUS, Victoria",26/2/20,4,Australia,28.57
"AUS, Victoria",27/2/20,4,Australia,28.57
"AUS, Victoria",28/2/20,4,Australia,28.57
"AUS, Victoria",29/2/20,7,Australia,28.57
"AUS, Victoria",1/3/20,7,Australia,28.57
"AUS, Victoria",2/3/20,9,Australia,28.57
"AUS, Victoria",3/3/20,9,Australia,28.57
"AUS, Victoria",4/3/20,10,Australia,28.57
"AUS, Victoria",5/3/20,10,Australia,28.57
"AUS, Victoria",6/3/20,10,Australia,28.57
"AUS, Victoria",7/3/20,11,Australia,28.57
"AUS, Victoria",8/3/20,11,Australia,28.57
"AUS, Victoria",9/3/20,15,Australia,28.57
"AUS, Victoria",10/3/20,18,Australia,28.57
"AUS, Victoria",11/3/20,21,Australia,28.57
"AUS, Victoria",12/3/20,21,Australia,28.57
"AUS, Victoria",13/3/20,36,Australia,28.57
"AUS, Victoria",14/3/20,49,Australia,28.57
"AUS, Victoria",15/3/20,57,Australia,28.57
"AUS, Victoria",16/3/20,71,Australia,33.33
"AUS, Victoria",17/3/20,94,Australia,33.33
"AUS, Victoria",18/3/20,121,Australia,38.1
"AUS, Victoria",19/3/20,121,Australia,47.62
"AUS, Victoria",20/3/20,121,Australia,47.62
"AUS, Victoria",21/3/20,229,Australia,47.62
"AUS, Victoria",22/3/20,355,Australia,57.14
"AUS, Victoria",23/3/20,355,Australia,57.14
"AUS, Victoria",24/3/20,411,Australia,66.67
"AUS, Victoria",25/3/20,466,Australia,66.67
"AUS, Victoria",26/3/20,520,Australia,66.67
"AUS, Victoria",27/3/20,574,Australia,66.67
"AUS, Victoria",28/3/20,685,Australia,66.67
"AUS, Victoria",29/3/20,769,Australia,71.43
"AUS, Victoria",30/3/20,821,Australia,71.43
"AUS, Victoria",31/3/20,917,Australia,71.43
"AUS, Victoria",1/4/20,968,Australia,71.43
"AUS, Victoria",2/4/20,1036,Australia,71.43
"AUS, Victoria",3/4/20,1085,Australia,71.43
"AUS, Victoria",4/4/20,1115,Australia,71.43
"AUS, Victoria",5/4/20,1135,Australia,71.43
"AUS, Victoria",6/4/20,1158,Australia,71.43
"AUS, Victoria",7/4/20,1191,Australia,71.43
"AUS, Victoria",8/4/20,1212,Australia,71.43
"AUS, Victoria",9/4/20,1228,Australia,71.43
"AUS, Victoria",10/4/20,1241,Australia,71.43
"AUS, Victoria",11/4/20,1265,Australia,71.43
"AUS, Victoria",12/4/20,1268,Australia,71.43
"AUS, Victoria",13/4/20,1281,Australia,71.43
"AUS, Victoria",14/4/20,1291,Australia,71.43
"AUS, Victoria",15/4/20,1299,Australia,71.43
"AUS, Victoria",16/4/20,1299,Australia,71.43
"AUS, Victoria",17/4/20,1302,Australia,71.43
"AUS, Victoria",18/4/20,1319,Australia,71.43
"AUS, Victoria",19/4/20,1328,Australia,71.43
"AUS, Victoria",20/4/20,1329,Australia,71.43
"AUS, Victoria",21/4/20,1336,Australia,71.43
"AUS, Victoria",22/4/20,1336,Australia,71.43
"AUS, Victoria",23/4/20,1337,Australia,71.43
"AUS, Victoria",24/4/20,1343,Australia,71.43
"AUS, Victoria",25/4/20,1346,Australia,71.43
"AUS, Victoria",26/4/20,1349,Australia,71.43
"AUS, Victoria",27/4/20,1349,Australia,71.43
"AUS, Victoria",28/4/20,1354,Australia,71.43
"AUS, Western Australia",22/1/20,0,Australia,0
"AUS, Western Australia",23/1/20,0,Australia,0
"AUS, Western Australia",24/1/20,0,Australia,0
"AUS, Western Australia",25/1/20,0,Australia,7.14
"AUS, Western Australia",26/1/20,0,Australia,7.14
"AUS, Western Australia",27/1/20,0,Australia,7.14
"AUS, Western Australia",28/1/20,0,Australia,7.14
"AUS, Western Australia",29/1/20,0,Australia,7.14
"AUS, Western Australia",30/1/20,0,Australia,7.14
"AUS, Western Australia",31/1/20,0,Australia,7.14
"AUS, Western Australia",1/2/20,0,Australia,21.43
"AUS, Western Australia",2/2/20,0,Australia,21.43
"AUS, Western Australia",3/2/20,0,Australia,28.57
"AUS, Western Australia",4/2/20,0,Australia,28.57
"AUS, Western Australia",5/2/20,0,Australia,28.57
"AUS, Western Australia",6/2/20,0,Australia,28.57
"AUS, Western Australia",7/2/20,0,Australia,28.57
"AUS, Western Australia",8/2/20,0,Australia,28.57
"AUS, Western Australia",9/2/20,0,Australia,28.57
"AUS, Western Australia",10/2/20,0,Australia,28.57
"AUS, Western Australia",11/2/20,0,Australia,28.57
"AUS, Western Australia",12/2/20,0,Australia,28.57
"AUS, Western Australia",13/2/20,0,Australia,28.57
"AUS, Western Australia",14/2/20,0,Australia,28.57
"AUS, Western Australia",15/2/20,0,Australia,28.57
"AUS, Western Australia",16/2/20,0,Australia,28.57
"AUS, Western Australia",17/2/20,0,Australia,28.57
"AUS, Western Australia",18/2/20,0,Australia,28.57
"AUS, Western Australia",19/2/20,0,Australia,28.57
"AUS, Western Australia",20/2/20,0,Australia,28.57
"AUS, Western Australia",21/2/20,0,Australia,28.57
"AUS, Western Australia",22/2/20,0,Australia,28.57
"AUS, Western Australia",23/2/20,0,Australia,28.57
"AUS, Western Australia",24/2/20,0,Australia,28.57
"AUS, Western Australia",25/2/20,0,Australia,28.57
"AUS, Western Australia",26/2/20,0,Australia,28.57
"AUS, Western Australia",27/2/20,0,Australia,28.57
"AUS, Western Australia",28/2/20,0,Australia,28.57
"AUS, Western Australia",29/2/20,2,Australia,28.57
"AUS, Western Australia",1/3/20,2,Australia,28.57
"AUS, Western Australia",2/3/20,2,Australia,28.57
"AUS, Western Australia",3/3/20,2,Australia,28.57
"AUS, Western Australia",4/3/20,2,Australia,28.57
"AUS, Western Australia",5/3/20,3,Australia,28.57
"AUS, Western Australia",6/3/20,3,Australia,28.57
"AUS, Western Australia",7/3/20,3,Australia,28.57
"AUS, Western Australia",8/3/20,3,Australia,28.57
"AUS, Western Australia",9/3/20,4,Australia,28.57
"AUS, Western Australia",10/3/20,6,Australia,28.57
"AUS, Western Australia",11/3/20,9,Australia,28.57
"AUS, Western Australia",12/3/20,9,Australia,28.57
"AUS, Western Australia",13/3/20,14,Australia,28.57
"AUS, Western Australia",14/3/20,17,Australia,28.57
"AUS, Western Australia",15/3/20,17,Australia,28.57
"AUS, Western Australia",16/3/20,28,Australia,33.33
"AUS, Western Australia",17/3/20,31,Australia,33.33
"AUS, Western Australia",18/3/20,35,Australia,38.1
"AUS, Western Australia",19/3/20,52,Australia,47.62
"AUS, Western Australia",20/3/20,64,Australia,47.62
"AUS, Western Australia",21/3/20,90,Australia,47.62
"AUS, Western Australia",22/3/20,120,Australia,57.14
"AUS, Western Australia",23/3/20,140,Australia,57.14
"AUS, Western Australia",24/3/20,175,Australia,66.67
"AUS, Western Australia",25/3/20,175,Australia,66.67
"AUS, Western Australia",26/3/20,231,Australia,66.67
"AUS, Western Australia",27/3/20,231,Australia,66.67
"AUS, Western Australia",28/3/20,278,Australia,66.67
"AUS, Western Australia",29/3/20,311,Australia,71.43
"AUS, Western Australia",30/3/20,355,Australia,71.43
"AUS, Western Australia",31/3/20,364,Australia,71.43
"AUS, Western Australia",1/4/20,392,Australia,71.43
"AUS, Western Australia",2/4/20,400,Australia,71.43
"AUS, Western Australia",3/4/20,400,Australia,71.43
"AUS, Western Australia",4/4/20,436,Australia,71.43
"AUS, Western Australia",5/4/20,453,Australia,71.43
"AUS, Western Australia",6/4/20,460,Australia,71.43
"AUS, Western Australia",7/4/20,460,Australia,71.43
"AUS, Western Australia",8/4/20,481,Australia,71.43
"AUS, Western Australia",9/4/20,495,Australia,71.43
"AUS, Western Australia",10/4/20,506,Australia,71.43
"AUS, Western Australia",11/4/20,514,Australia,71.43
"AUS, Western Australia",12/4/20,514,Australia,71.43
"AUS, Western Australia",13/4/20,517,Australia,71.43
"AUS, Western Australia",14/4/20,527,Australia,71.43
"AUS, Western Australia",15/4/20,527,Australia,71.43
"AUS, Western Australia",16/4/20,532,Australia,71.43
"AUS, Western Australia",17/4/20,541,Australia,71.43
"AUS, Western Australia",18/4/20,544,Australia,71.43
"AUS, Western Australia",19/4/20,545,Australia,71.43
"AUS, Western Australia",20/4/20,545,Australia,71.43
"AUS, Western Australia",21/4/20,546,Australia,71.43
"AUS, Western Australia",22/4/20,546,Australia,71.43
"AUS, Western Australia",23/4/20,546,Australia,71.43
"AUS, Western Australia",24/4/20,548,Australia,71.43
"AUS, Western Australia",25/4/20,549,Australia,71.43
"AUS, Western Australia",26/4/20,549,Australia,71.43
"AUS, Western Australia",27/4/20,549,Australia,71.43
"AUS, Western Australia",28/4/20,550,Australia,71.43